row,model,px,py,pz,ux,uy,uz,k,cost,nfev,status
145,biot,0.0276099087,0.0081929029,0.1022555718,0.0072058303,-0.4161451757,0.9092696348,0.9989763838,0.0000456783,5,1
146,biot,0.0635907834,0.0077418114,0.1030707760,0.0175156066,-0.4067829042,0.9133569250,0.9989145625,0.0000454912,5,1
147,biot,0.0991728431,0.0079067010,0.1006457784,0.0143837809,-0.4043691279,0.9144827583,0.9990991693,0.0000460777,5,1
148,biot,0.1328776116,0.0085324321,0.0955307541,0.0177106484,-0.4020189414,0.9154600503,0.9994350934,0.0000471623,5,1
149,biot,0.1632967082,0.0092289846,0.0893380518,0.0219908810,-0.3981524223,0.9170556416,0.9997572026,0.0000485811,5,1
150,biot,-0.0070539243,0.0467581435,0.1001089820,0.0048996053,-0.4131395221,0.9106545608,0.9991481997,0.0000465038,5,1
151,biot,0.0286829531,0.0469972790,0.1031525812,0.0064707379,-0.4159131225,0.9093813304,0.9987842995,0.0000458990,5,1
152,biot,0.0645660149,0.0472625829,0.1028126956,0.0051014926,-0.4140004160,0.9102623964,0.9986569215,0.0000459703,5,1
153,biot,0.0996910829,0.0456507143,0.1003965689,0.0031151629,-0.4158542975,0.9094259173,0.9989036856,0.0000463860,5,1
154,biot,0.1335441303,0.0433516200,0.0958201188,0.0157152381,-0.3984823034,0.9170413759,0.9993816958,0.0000472263,5,1
155,biot,0.1640170403,0.0421101458,0.0896837004,0.0209815406,-0.4018399060,0.9154695325,0.9997656892,0.0000484300,5,1
156,biot,-0.0046204860,0.0815531680,0.0983190953,0.0095323175,-0.4141168710,0.9101738032,0.9992149543,0.0000472341,5,1
157,biot,0.0308098393,0.0820350050,0.0998119229,0.0242968841,-0.4143108817,0.9098110544,0.9988732686,0.0000467348,5,1
158,biot,0.0646850306,0.0816747011,0.0992734468,0.0045301217,-0.4137489024,0.9103797690,0.9987398680,0.0000469085,5,1
159,biot,0.0989686717,0.0793696697,0.0984555637,0.0158980571,-0.4048943720,0.9142252454,0.9989909179,0.0000471677,5,1
160,biot,0.1332926965,0.0764103022,0.0946064282,0.0184066186,-0.4007051829,0.9160221355,0.9994650836,0.0000475801,5,1
161,biot,0.1637824082,0.0740813493,0.0889055436,0.0184155319,-0.3978854368,0.9172502643,0.9998336043,0.0000484898,5,1
162,biot,-0.0023570845,0.1141821151,0.0958363849,0.0266518112,-0.4143997333,0.9097046455,0.9994521354,0.0000480140,5,1
163,biot,0.0316972639,0.1146145418,0.0962750291,0.0043594056,-0.4135744616,0.9104598620,0.9992697297,0.0000476429,5,1
164,biot,0.0645141038,0.1137460901,0.0958753933,0.0051665173,-0.4133158957,0.9105730489,0.9992159148,0.0000475524,5,1
165,biot,0.0979722828,0.1120759871,0.0957805475,0.0017357764,-0.4139390197,0.9103029578,0.9993758467,0.0000474994,5,1
166,biot,0.1322919058,0.1083486515,0.0931781211,0.0154138523,-0.4040367125,0.9146128952,0.9996768630,0.0000481838,5,1
167,biot,0.1629202257,0.1050454310,0.0882251359,0.0184297682,-0.4002653498,0.9162139452,0.9999458453,0.0000491421,5,1
168,biot,0.0006484511,0.1454163142,0.0919116264,0.0039179124,-0.4121922802,0.9110884557,0.9997366707,0.0000489474,5,1
169,biot,0.0332657479,0.1453879620,0.0912973345,0.0004481578,-0.4138674464,0.9103370453,0.9996994492,0.0000483392,5,1
170,biot,0.0647283499,0.1446998032,0.0912351002,0.0034453648,-0.4118339490,0.9112523953,0.9997188245,0.0000482454,5,1
171,biot,0.0966992951,0.1436128880,0.0911637953,0.0061667121,-0.4142655169,0.9101351840,0.9998023785,0.0000483882,5,1
172,biot,0.1297914823,0.1408911474,0.0894571011,0.0061846301,-0.4133848583,0.9105353971,0.9999344339,0.0000489326,5,1
173,biot,0.1609857685,0.1366102439,0.0863915542,0.0095069961,-0.4132370244,0.9105738733,1.0000976202,0.0000497079,5,1
174,biot,0.0036042540,0.1736451337,0.0872483542,-0.0010844997,-0.4132547408,0.9106148160,0.9999998192,0.0000497778,5,1
175,biot,0.0347946755,0.1729364134,0.0862109575,-0.0014114953,-0.4181483804,0.9083776415,1.0000107048,0.0000493230,5,1
176,biot,0.0652247227,0.1723482755,0.0863083011,0.0011067784,-0.4123775641,0.9110123598,1.0000290663,0.0000492999,5,1
177,biot,0.0959239923,0.1714180360,0.0860797426,0.0038767328,-0.4142398822,0.9101594865,1.0000807943,0.0000494249,5,1
178,biot,0.1269773685,0.1693818920,0.0855307973,0.0007745377,-0.4168077342,0.9089943414,1.0001612177,0.0000498956,5,1
179,biot,0.1576427371,0.1658618407,0.0841064645,0.0012605168,-0.4178250948,0.9085266101,1.0002640904,0.0000504202,5,1
180,biot,-0.0057198400,0.0131382366,0.0611765997,0.0184226583,-0.4178281197,0.9083392912,0.9922413053,0.0000469573,6,1
181,biot,0.0295915573,0.0128633509,0.0617553555,0.0039207181,-0.4172651898,0.9087763143,0.9896663878,0.0000471195,6,1
182,biot,0.0617055826,0.0129479446,0.0618557025,0.0099282372,-0.4132519102,0.9105626222,0.9892986415,0.0000469344,6,1
183,biot,0.0942008313,0.0126624253,0.0615281121,0.0100344130,-0.4107503401,0.9116926393,0.9907406917,0.0000475044,6,1
184,biot,0.1269624096,0.0119786815,0.0601500756,0.0213512013,-0.3945122642,0.9186425853,0.9946503394,0.0000485495,6,1
185,biot,0.1604916833,0.0125885147,0.0546296566,0.0221972749,-0.3917030229,0.9198239086,1.0000935782,0.0000483592,9,1
186,biot,-0.0046916406,0.0470687336,0.0612549278,0.0139282693,-0.4270217379,0.9041340822,0.9920915312,0.0000471469,6,1
187,biot,0.0316904557,0.0468146840,0.0610875705,0.0263629113,-0.4247911831,0.9049074249,0.9890177391,0.0000471826,6,1
188,biot,0.0628719068,0.0470653734,0.0600867370,0.0241286007,-0.4163156326,0.9088999421,0.9882187389,0.0000467470,6,1
189,biot,0.0933682022,0.0454067311,0.0597319241,0.0164468566,-0.4005893572,0.9161100741,0.9897555181,0.0000476162,6,1
190,biot,0.1261422368,0.0434640240,0.0597223108,0.0150676212,-0.3944421562,0.9187972313,0.9939713506,0.0000486365,6,1
191,biot,0.1603124472,0.0429887679,0.0550187498,0.0057208613,-0.4101344359,0.9120071361,1.0005112059,0.0000479591,7,1
192,biot,-0.0034415123,0.0782925925,0.0614700415,0.0093662970,-0.4304288378,0.9025759182,0.9940406176,0.0000478397,6,1
193,biot,0.0326628359,0.0775312864,0.0604391241,0.0205987680,-0.4065458546,0.9133981382,0.9906394715,0.0000479489,6,1
194,biot,0.0620948512,0.0757695820,0.0588336081,-0.0025814865,-0.4152943050,0.9096834483,0.9898229111,0.0000478188,6,1
195,biot,0.0919306599,0.0744755600,0.0593593435,0.0017848671,-0.4063720269,0.9137059648,0.9917821148,0.0000485354,6,1
196,biot,0.1259292057,0.0736869118,0.0595896030,0.0050996698,-0.4076512929,0.9131234401,0.9957126699,0.0000486261,6,1
197,biot,0.1600213453,0.0736598351,0.0546933441,0.0058350303,-0.4088081452,0.9126016945,1.0015993260,0.0000479745,7,1
198,biot,-0.0012869012,0.1106705197,0.0614774953,-0.0046930295,-0.4175993155,0.9086191651,0.9963662672,0.0000488049,6,1
199,biot,0.0320072257,0.1081209908,0.0603465928,-0.0011227727,-0.4151482031,0.9097531032,0.9940709967,0.0000485322,6,1
200,biot,0.0617608572,0.1062101550,0.0594292864,-0.0018572012,-0.4141622377,0.9102011820,0.9936814498,0.0000485406,6,1
201,biot,0.0923643055,0.1050634683,0.0603284930,-0.0051850928,-0.4054825323,0.9140880870,0.9958510309,0.0000485161,6,1
202,biot,0.1262308360,0.1043369385,0.0591403166,0.0020111512,-0.4102878607,0.9119538511,0.9996182714,0.0000479451,6,1
203,biot,0.1600430060,0.1033978240,0.0556337655,0.0033627150,-0.3738296819,0.9274912728,1.0160243413,0.0000488769,15,1
204,biot,0.0033034601,0.1434873622,0.0596934964,-0.0030484138,-0.4181393512,0.9083777794,0.9995076752,0.0000492003,6,1
205,biot,0.0333836292,0.1416721045,0.0583160088,0.0008322910,-0.4125867943,0.9109179131,0.9995114204,0.0000484308,12,1
206,biot,0.0627865699,0.1400845225,0.0578893509,0.0005519514,-0.4132577352,0.9106139355,0.9995925080,0.0000482827,11,1
207,biot,0.0935461314,0.1382918946,0.0585822083,-0.0009142753,-0.4129507970,0.9107528772,1.0000552397,0.0000485974,6,1
208,biot,0.1255757514,0.1362386957,0.0578840201,0.0028001300,-0.4130190712,0.9107180717,1.0003949872,0.0000489984,6,1
209,biot,0.1587522457,0.1336839336,0.0556922688,0.0030057962,-0.4121084589,0.9111298389,1.0038472265,0.0000501541,6,1
210,biot,0.0093847835,0.1728718269,0.0524965473,-0.0297573492,-0.4307366069,0.9019869598,1.0136441568,0.0000486497,15,1
211,biot,0.0367439833,0.1712107343,0.0513599028,-0.0332216523,-0.4201132921,0.9068633544,1.0181125012,0.0000480787,15,1
212,biot,0.0642837686,0.1703587088,0.0519010703,-0.0491534868,-0.4033608151,0.9137198628,1.0495552205,0.0000480891,15,1
213,biot,0.0933352722,0.1697993266,0.0528866620,-0.0458608376,-0.3839081805,0.9222316913,1.0655383737,0.0000486983,15,1
214,biot,0.1239525466,0.1684449579,0.0525941950,0.0022224606,-0.4076792448,0.9131224967,1.0048667072,0.0000498433,6,1
215,biot,0.1556665729,0.1661106698,0.0539499212,-0.0018501634,-0.4099572989,0.9121028396,1.0057418704,0.0000509748,6,1
216,biot,-0.0017022459,0.0076552342,0.2292910299,0.0231526293,0.1099153136,0.9936712633,0.9987088300,0.0000503536,6,1
217,biot,0.0323202324,0.0095650632,0.2233637919,0.0259609000,0.1108980740,0.9934926516,0.9993606065,0.0000505157,5,1
218,biot,0.0638391651,0.0092544661,0.2233394954,0.0267005094,0.1091412575,0.9936675846,0.9993607091,0.0000504927,5,1
219,biot,0.0954702801,0.0089312184,0.2226753960,0.0276006432,0.1112763002,0.9934061554,0.9994136085,0.0000505616,5,1
220,biot,0.1312038879,0.0056931385,0.2269411794,0.0258771164,0.1145196651,0.9930838943,0.9989001236,0.0000504865,6,1
221,biot,0.1626455059,0.0068380622,0.2234590407,0.0295645298,0.1140759355,0.9930320335,0.9990634004,0.0000506634,6,1
222,biot,0.0010364545,0.0422833431,0.2237164991,0.0256035579,0.1113101938,0.9934558363,0.9993446367,0.0000504643,5,1
223,biot,0.0326730776,0.0411775457,0.2249874502,0.0255487975,0.1096782509,0.9936387373,0.9992954576,0.0000505177,5,1
224,biot,0.0645742773,0.0406110477,0.2248559374,0.0273499412,0.1119215565,0.9933405991,0.9992969281,0.0000504397,5,1
225,biot,0.0963112884,0.0405035931,0.2240060961,0.0276733093,0.1128939977,0.9932215932,0.9993540413,0.0000504814,5,1
226,biot,0.1271011265,0.0406161093,0.2223946668,0.0265931321,0.1121615080,0.9933340835,0.9994546311,0.0000505884,5,1
227,biot,0.1637522848,0.0392673781,0.2249800882,0.0288837286,0.1116655860,0.9933259924,0.9990189142,0.0000505557,6,1
228,biot,0.0015637794,0.0738708376,0.2242969466,0.0243051002,0.1103345613,0.9935972759,0.9993334680,0.0000504249,5,1
229,biot,0.0332099723,0.0730828562,0.2252924925,0.0261339207,0.1092794029,0.9936674646,0.9992838565,0.0000503327,5,1
230,biot,0.0651115326,0.0725788121,0.2254121539,0.0267254007,0.1094243267,0.9936357832,0.9992872404,0.0000503256,5,1
231,biot,0.0967484971,0.0723760888,0.2245478044,0.0273995322,0.1118583520,0.9933463518,0.9993448845,0.0000504577,5,1
232,biot,0.1276438949,0.0721409882,0.2226719045,0.0283471278,0.1124124773,0.9932572050,0.9994466100,0.0000505051,5,1
233,biot,0.1647990554,0.0718743054,0.2252733369,0.0321700348,0.1097818132,0.9934349714,0.9990176983,0.0000505010,6,1
234,biot,0.0022505824,0.1056921869,0.2238671948,0.0261967622,0.1106640219,0.9935125585,0.9993709814,0.0000504751,5,1
235,biot,0.0338900403,0.1048010289,0.2248530738,0.0274319751,0.1086249316,0.9937042372,0.9993252730,0.0000504204,5,1
236,biot,0.0657054088,0.1042752915,0.2248579613,0.0247695402,0.1130498446,0.9932805256,0.9993294435,0.0000503944,5,1
237,biot,0.0970583556,0.1040100793,0.2240993704,0.0279738384,0.1133282993,0.9931637131,0.9993871804,0.0000504280,5,1
238,biot,0.1329517699,0.1056624903,0.2283151586,0.0262907227,0.1136585476,0.9931719551,0.9988825229,0.0000503857,6,1
239,biot,0.1646041294,0.1050315500,0.2247053553,0.0272364062,0.1128386732,0.9932399569,0.9990644370,0.0000505477,6,1
240,biot,0.0009668979,0.1406896339,0.2293267200,0.0232592905,0.1093709690,0.9937288345,0.9987649487,0.0000503233,6,1
241,biot,0.0344542923,0.1362239092,0.2235211330,0.0273370005,0.1123273395,0.9932951511,0.9994126152,0.0000504878,5,1
242,biot,0.0660156992,0.1357185845,0.2235616269,0.0255523291,0.1102932643,0.9935705684,0.9994188652,0.0000505241,5,1
243,biot,0.1001466435,0.1394436650,0.2291173115,0.0284934163,0.1128543096,0.9932029148,0.9988451261,0.0000503317,6,1
244,biot,0.1326287586,0.1385161711,0.2266074835,0.0286209897,0.1114316423,0.9933598684,0.9989803629,0.0000504593,6,1
245,biot,0.1643344716,0.1372275574,0.2232829033,0.0274948592,0.1138619947,0.9931160450,0.9991526298,0.0000506444,6,1
246,biot,0.0022562339,0.1727249099,0.2268231332,0.0234606087,0.1121287552,0.9934167011,0.9988920377,0.0000504649,6,1
247,biot,0.0348377439,0.1724320307,0.2274936752,0.0269366512,0.1116527139,0.9933821462,0.9988796601,0.0000503689,6,1
248,biot,0.0676915218,0.1721056764,0.2272916935,0.0275289431,0.1133095839,0.9931782798,0.9989117104,0.0000503625,6,1
249,biot,0.1001663149,0.1712346602,0.2263563585,0.0256082347,0.1148512861,0.9930525668,0.9989896279,0.0000504186,6,1
250,biot,0.1323869441,0.1701897464,0.2241005102,0.0252423526,0.1148548788,0.9930615190,0.9991119300,0.0000505419,6,1
251,biot,0.1637176031,0.1687573080,0.2214901826,0.0274814153,0.1151074267,0.9929728355,0.9992689211,0.0000506521,6,1
252,biot,-0.0006951830,0.0098455197,0.1939368614,0.0250644655,0.1071040776,0.9939318332,0.9993126603,0.0000503512,5,1
253,biot,0.0315431562,0.0087515082,0.1944500084,0.0259822110,0.1111114155,0.9934682572,0.9993086158,0.0000502491,5,1
254,biot,0.0636273021,0.0082650298,0.1947454432,0.0253606399,0.1109308729,0.9935044939,0.9993193022,0.0000501715,5,1
255,biot,0.0958108787,0.0079016918,0.1939927172,0.0269025617,0.1114599240,0.9934047199,0.9993499251,0.0000502687,5,1
256,biot,0.1277270966,0.0076833183,0.1926753390,0.0299945153,0.1117111150,0.9932879521,0.9994010410,0.0000504707,5,1
257,biot,0.1588203708,0.0082017866,0.1902018514,0.0287453613,0.1104914027,0.9934612998,0.9995174678,0.0000506342,5,1
258,biot,-0.0004004891,0.0418566713,0.1949861427,0.0260636436,0.1111733125,0.9934591995,0.9992916222,0.0000501367,5,1
259,biot,0.0318511364,0.0410056687,0.1956865266,0.0279527026,0.1092549774,0.9936206501,0.9992839242,0.0000500198,5,1
260,biot,0.0640177362,0.0405523807,0.1958805640,0.0292290722,0.1138624168,0.9930664688,0.9992939783,0.0000500026,5,1
261,biot,0.0963106393,0.0404254868,0.1951675416,0.0265953740,0.1107456797,0.9934928689,0.9993256561,0.0000501052,5,1
262,biot,0.1284329946,0.0397345952,0.1937923251,0.0302391462,0.1139281174,0.9930286895,0.9993804879,0.0000502499,5,1
263,biot,0.1596253557,0.0399563937,0.1916699880,0.0269663579,0.1135318086,0.9931683362,0.9994577198,0.0000504832,5,1
264,biot,0.0001685284,0.0740974270,0.1956216086,0.0236461563,0.1107991270,0.9935614791,0.9992846497,0.0000500510,5,1
265,biot,0.0323539254,0.0733495133,0.1961656786,0.0263711636,0.1110250762,0.9934676614,0.9992772524,0.0000499800,5,1
266,biot,0.0646538376,0.0728503262,0.1965143439,0.0258511340,0.1117552715,0.9933994555,0.9992877708,0.0000499802,5,1
267,biot,0.0969439606,0.0722806020,0.1957157716,0.0274503173,0.1138450880,0.9931192154,0.9993207351,0.0000501025,5,1
268,biot,0.1288707110,0.0721133549,0.1940924827,0.0267499458,0.1128620231,0.9932505244,0.9993782889,0.0000502315,5,1
269,biot,0.1603033765,0.0719310068,0.1919202292,0.0296694795,0.1151975826,0.9928994103,0.9994580661,0.0000505628,5,1
270,biot,0.0008570383,0.1064011565,0.1953449664,0.0245955440,0.1113257282,0.9934795627,0.9992958349,0.0000502095,5,1
271,biot,0.0331322030,0.1054689458,0.1960000752,0.0263079821,0.1110331331,0.9934684361,0.9992901898,0.0000500358,5,1
272,biot,0.0652188124,0.1050174070,0.1961705635,0.0275644192,0.1119790457,0.9933281915,0.9993022097,0.0000500773,5,1
273,biot,0.0973299299,0.1045682938,0.1955728788,0.0255404357,0.1106277470,0.9935336873,0.9993380411,0.0000500627,5,1
274,biot,0.1291153521,0.1042348607,0.1939437158,0.0274650530,0.1134604049,0.9931628302,0.9993961910,0.0000502619,5,1
275,biot,0.1603297419,0.1036661932,0.1915797794,0.0267311634,0.1119195243,0.9933576722,0.9994992908,0.0000505366,5,1
276,biot,0.0016042067,0.1383638724,0.1945126630,0.0241311903,0.1099156700,0.9936479412,0.9993243569,0.0000502513,5,1
277,biot,0.0337201280,0.1377057354,0.1950845595,0.0265477952,0.1123892088,0.9933095592,0.9993229128,0.0000501978,5,1
278,biot,0.0657949329,0.1371162488,0.1952060705,0.0243079183,0.1125923194,0.9933438955,0.9993385390,0.0000501162,5,1
279,biot,0.0974327862,0.1370064516,0.1944189874,0.0261768442,0.1119301572,0.9933712361,0.9993749634,0.0000502575,5,1
280,biot,0.1294770841,0.1361876306,0.1930420385,0.0272078051,0.1131197396,0.9932087695,0.9994342819,0.0000503881,5,1
281,biot,0.1596915820,0.1348962425,0.1904822604,0.0280791641,0.1148410697,0.9929869532,0.9995867826,0.0000506073,5,1
282,biot,0.0028405869,0.1693609610,0.1926083440,0.0256708157,0.1106887713,0.9935235302,0.9994324650,0.0000504277,5,1
283,biot,0.0346239281,0.1690450891,0.1934883105,0.0253385574,0.1123234947,0.9933485743,0.9993861071,0.0000503803,5,1
284,biot,0.0663666067,0.1689027144,0.1934476500,0.0259782633,0.1122828516,0.9933366454,0.9994002935,0.0000503682,5,1
285,biot,0.0978045681,0.1680474232,0.1926463900,0.0247544305,0.1127810166,0.9933114620,0.9994638508,0.0000504203,5,1
286,biot,0.1289771142,0.1665774527,0.1911152254,0.0262354186,0.1149794008,0.9930213695,0.9995705135,0.0000505879,5,1
287,biot,0.1651105021,0.1700803958,0.1900136461,0.0286052786,0.1155626613,0.9928882159,0.9993384063,0.0000505956,6,1
288,biot,-0.0019385375,0.0090472574,0.1639558029,0.0253358737,0.1100129336,0.9936071900,0.9993554062,0.0000499593,5,1
289,biot,0.0306263375,0.0078887831,0.1649296350,0.0256778019,0.1141881106,0.9931272456,0.9993372263,0.0000497432,5,1
290,biot,0.0631890050,0.0074629965,0.1651824193,0.0259076739,0.1108910318,0.9934948271,0.9993425183,0.0000497617,5,1
291,biot,0.0958622926,0.0069732464,0.1643081086,0.0288741537,0.1108180345,0.9934211828,0.9993810515,0.0000499448,5,1
292,biot,0.1279734616,0.0074219178,0.1625935421,0.0274276782,0.1116058084,0.9933739809,0.9994514579,0.0000502181,5,1
293,biot,0.1595568205,0.0075791276,0.1598322922,0.0293871163,0.1106174993,0.9934284907,0.9995521034,0.0000505262,5,1
294,biot,-0.0016586839,0.0416039451,0.1654397089,0.0257372625,0.1113807321,0.9934444755,0.9993176753,0.0000496670,5,1
295,biot,0.0310878487,0.0405814808,0.1664477661,0.0247481049,0.1103754562,0.9935817983,0.9992927514,0.0000494224,5,1
296,biot,0.0638045467,0.0399518294,0.1668755687,0.0276145367,0.1117248934,0.9933554175,0.9992975686,0.0000494859,5,1
297,biot,0.0964625537,0.0398226861,0.1659178108,0.0282620598,0.1110635448,0.9934113675,0.9993389584,0.0000495963,5,1
298,biot,0.1287509118,0.0395948515,0.1641336569,0.0321417369,0.1126308144,0.9931169158,0.9994156793,0.0000499213,5,1
299,biot,0.1603666295,0.0395918122,0.1610341177,0.0293458235,0.1116521109,0.9933139628,0.9995246274,0.0000502799,5,1
300,biot,-0.0010990965,0.0743331727,0.1659684659,0.0247608656,0.1101235932,0.9936094272,0.9993059162,0.0000494193,5,1
301,biot,0.0316980137,0.0734304577,0.1669783997,0.0261962096,0.1132406950,0.9932221824,0.9992795403,0.0000492299,5,1
302,biot,0.0642131013,0.0732156317,0.1672275760,0.0241960638,0.1105397712,0.9935771281,0.9992852026,0.0000492326,5,1
303,biot,0.0971708515,0.0725335247,0.1662604713,0.0244836240,0.1131746602,0.9932734006,0.9993297240,0.0000494028,5,1
304,biot,0.1293262185,0.0721928552,0.1644582260,0.0274501018,0.1113936849,0.9933971708,0.9994110365,0.0000497600,5,1
305,biot,0.1609414644,0.0717213835,0.1614392013,0.0286872724,0.1134635837,0.9931279150,0.9995240548,0.0000501636,5,1
306,biot,-0.0003222206,0.1068363196,0.1655865901,0.0275592039,0.1105544224,0.9934879013,0.9993235094,0.0000495592,5,1
307,biot,0.0323078572,0.1062285050,0.1666364437,0.0257861505,0.1103950411,0.9935532242,0.9993018866,0.0000493428,5,1
308,biot,0.0649182099,0.1056954305,0.1668775531,0.0272443451,0.1141546514,0.9930893521,0.9993098828,0.0000493421,5,1
309,biot,0.0975998507,0.1051413477,0.1657188717,0.0264457558,0.1116478121,0.9933958869,0.9993553680,0.0000494774,5,1
310,biot,0.1297472526,0.1043327706,0.1642220373,0.0292721112,0.1137430430,0.9930788809,0.9994361462,0.0000497408,5,1
311,biot,0.1613905241,0.1036545414,0.1610618193,0.0278201267,0.1134682365,0.9931520527,0.9995516011,0.0000501248,5,1
312,biot,0.0005343282,0.1394008830,0.1644430924,0.0239884253,0.1105337896,0.9935828284,0.9993693081,0.0000497733,5,1
313,biot,0.0329875284,0.1386230661,0.1652259423,0.0257856388,0.1127635487,0.9932872107,0.9993555153,0.0000496138,5,1
314,biot,0.0654215098,0.1380705566,0.1653470988,0.0259305017,0.1121200143,0.9933562863,0.9993688844,0.0000495036,5,1
315,biot,0.0976582183,0.1375927351,0.1644375678,0.0247359394,0.1155012335,0.9929992942,0.9994140692,0.0000496252,5,1
316,biot,0.1299697491,0.1364356026,0.1628977991,0.0301239318,0.1133444790,0.9930989768,0.9994935508,0.0000499206,5,1
317,biot,0.1612645091,0.1354899539,0.1599078136,0.0269486678,0.1182206923,0.9926215982,0.9996064545,0.0000503074,5,1
318,biot,0.0018062222,0.1708942642,0.1626572386,0.0275329231,0.1117216496,0.9933580478,0.9994344822,0.0000500469,5,1
319,biot,0.0339451061,0.1703053812,0.1630945993,0.0240371822,0.1108087040,0.9935510279,0.9994322467,0.0000499043,5,1
320,biot,0.0659349874,0.1699849176,0.1630225292,0.0274221122,0.1129730011,0.9932195773,0.9994530523,0.0000498716,5,1
321,biot,0.0980092503,0.1691507105,0.1622635770,0.0258533045,0.1097876998,0.9936187738,0.9995015949,0.0000499850,5,1
322,biot,0.1295998190,0.1682712086,0.1606177995,0.0269173103,0.1133017310,0.9931959405,0.9995773612,0.0000502190,5,1
323,biot,0.1608900639,0.1667582770,0.1580860210,0.0276754630,0.1131914336,0.9931876802,0.9996862356,0.0000504360,5,1
324,biot,-0.0034775319,0.0078571367,0.1337790775,0.0268486733,0.1097802891,0.9935931949,0.9993833230,0.0000491162,5,1
325,biot,0.0295840540,0.0063206392,0.1354302402,0.0281299094,0.1113366662,0.9933845454,0.9993373682,0.0000488004,5,1
326,biot,0.0627345239,0.0057890795,0.1358236282,0.0258730292,0.1113909114,0.9934398076,0.9993353210,0.0000487889,5,1
327,biot,0.0962813369,0.0054529702,0.1349478799,0.0266265848,0.1121360306,0.9933360638,0.9993913282,0.0000490054,5,1
328,biot,0.1289717844,0.0058002168,0.1323080898,0.0292894332,0.1152122999,0.9929089863,0.9994995945,0.0000495680,5,1
329,biot,0.1604351089,0.0067485071,0.1286438937,0.0324344612,0.1120943277,0.9931680963,0.9996448916,0.0000501329,5,1
330,biot,-0.0036718272,0.0412794760,0.1359069763,0.0276912894,0.1094926630,0.9936018062,0.9993143688,0.0000486281,5,1
331,biot,0.0297590943,0.0400383580,0.1377700834,0.0264488961,0.1111537858,0.9934512025,0.9992498280,0.0000481527,5,1
332,biot,0.0635570096,0.0394790405,0.1383147079,0.0277501802,0.1113116576,0.9933980282,0.9992424494,0.0000481459,5,1
333,biot,0.0970017425,0.0391492840,0.1371015493,0.0273236353,0.1108469655,0.9934618106,0.9993074146,0.0000483983,5,1
334,biot,0.1302555624,0.0388597881,0.1340735573,0.0267505528,0.1135038874,0.9931773635,0.9994393046,0.0000490266,5,1
335,biot,0.1616000483,0.0392466410,0.1298692559,0.0275710523,0.1138111770,0.9931197577,0.9996073323,0.0000497274,5,1
336,biot,-0.0028923676,0.0744208964,0.1367135582,0.0250809731,0.1097722506,0.9936402758,0.9992904603,0.0000484441,5,1
337,biot,0.0305510419,0.0737993246,0.1384994108,0.0273708335,0.1109424968,0.9934498477,0.9992204116,0.0000479724,5,1
338,biot,0.0641264682,0.0734286529,0.1385836838,0.0252306482,0.1103921681,0.9935678052,0.9992112294,0.0000478608,5,1
339,biot,0.0976645130,0.0726766566,0.1375410259,0.0294807086,0.1152128755,0.9929032587,0.9992840278,0.0000481809,5,1
340,biot,0.1307676542,0.0720021953,0.1344424585,0.0287465683,0.1140935153,0.9930540290,0.9994262408,0.0000487761,5,1
341,biot,0.1622814379,0.0716794662,0.1300667772,0.0300084030,0.1122407964,0.9932278185,0.9996057730,0.0000495758,5,1
342,biot,-0.0019426666,0.1076482730,0.1361802395,0.0264972312,0.1121941342,0.9933329618,0.9993222183,0.0000486143,5,1
343,biot,0.0313290654,0.1071484833,0.1376774501,0.0266647439,0.1114380587,0.9934135848,0.9992627708,0.0000481241,5,1
344,biot,0.0648860044,0.1066896785,0.1376719495,0.0261154744,0.1136441535,0.9931782259,0.9992605510,0.0000480705,5,1
345,biot,0.0979853080,0.1059613376,0.1367569610,0.0259074030,0.1102311734,0.9935682638,0.9993333438,0.0000483230,5,1
346,biot,0.1308537929,0.1049440142,0.1338802823,0.0276524501,0.1116967072,0.9933575326,0.9994689349,0.0000488733,5,1
347,biot,0.1624858612,0.1037788092,0.1296300540,0.0281147866,0.1144265169,0.9930338015,0.9996428524,0.0000496483,5,1
348,biot,-0.0004561976,0.1404405630,0.1342527211,0.0229864335,0.1107451392,0.9935829799,0.9994019481,0.0000489777,5,1
349,biot,0.0321879116,0.1401622552,0.1353342284,0.0267114933,0.1110542378,0.9934553097,0.9993671503,0.0000486692,5,1
350,biot,0.0651273591,0.1396860396,0.1353456657,0.0261739709,0.1125927833,0.9932964252,0.9993769903,0.0000485693,5,1
351,biot,0.0980504645,0.1386676616,0.1344682135,0.0279857384,0.1148044732,0.9929938224,0.9994406735,0.0000487883,5,1
352,biot,0.1304305524,0.1374902889,0.1320250847,0.0281816534,0.1141183058,0.9930673727,0.9995572498,0.0000492796,5,1
353,biot,0.1618878272,0.1354594807,0.1285198269,0.0278235979,0.1164161404,0.9928107220,0.9997107465,0.0000498756,5,1
354,biot,0.0011157520,0.1723608001,0.1313280162,0.0248972351,0.1103268938,0.9935834661,0.9995135929,0.0000495470,5,1
355,biot,0.0334810904,0.1718548702,0.1317416459,0.0264404405,0.1111982281,0.9934464541,0.9995042618,0.0000492817,5,1
356,biot,0.0657355667,0.1713955152,0.1318436157,0.0268328683,0.1129288540,0.9932406914,0.9995260189,0.0000492277,5,1
357,biot,0.0977313681,0.1705974135,0.1309563426,0.0295154801,0.1139070481,0.9930528792,0.9995818055,0.0000493741,5,1
