row_index,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,scale,rmse,status,pos_error,dir_error,time_ms
514,-0.000700545375,0.131093478020,0.144263250989,0.037327921830,-0.804223614969,0.593153439995,1.000000000000,0.000022142389,1,0.008543309866,1.961851900763,0.042900000000
515,0.005829967962,0.109556043030,0.148593421916,0.052647242756,-0.813634070318,0.578988659170,1.000000000000,0.000022315840,1,0.003345081807,2.812151347671,0.043100000000
516,-0.000282279813,0.082505796417,0.157358783794,0.019892744971,-0.800418222127,0.599111799571,1.000000000000,0.000022695866,1,0.012504523094,1.004966503283,0.042500000000
517,0.033622845399,0.070400883232,0.152355386487,0.005960077534,-0.800980896036,0.598660238918,1.000000000000,0.000022818312,1,0.007876149308,0.665173453091,0.042800000000
518,0.034974540414,0.068632101390,0.172497928932,-0.029048109517,-0.820293156818,0.571205168228,1.000000000000,0.000022466488,1,0.008418354869,2.436556208102,0.044200000000
519,0.030808107849,0.104899304313,0.182093363365,0.011505792877,-0.803239655163,0.595544853981,1.000000000000,0.000022516207,1,0.006282788602,0.474524696246,0.044600000000
520,0.041481690911,0.140623908278,0.177380628663,-0.001679484614,-0.803384837695,0.595457791866,1.000000000000,0.000022276021,1,0.008137300345,0.719162546048,0.041900000000
521,0.008575182109,0.133645545428,0.175305979161,0.010412713143,-0.819545745607,0.572919144612,1.000000000000,0.000022150219,1,0.005185370030,1.079191174839,0.041200000000
522,-0.005554113552,0.168515378612,0.184180543701,-0.017102808818,-0.827277652818,0.561532883346,1.000000000000,0.000022443942,1,0.012920615418,2.366506950758,0.040800000000
523,0.014006300380,0.168287244944,0.207636702006,0.005979106670,-0.807245550413,0.590185455278,1.000000000000,0.000022397552,1,0.008198783702,0.034429454546,0.041400000000
524,0.013331395532,0.139192287010,0.205709003279,0.001998455288,-0.792767284587,0.609521155223,1.000000000000,0.000022327374,1,0.008515849993,1.515746434707,0.041100000000
525,0.002792595332,0.100290793906,0.207568784424,0.018323238751,-0.821437196419,0.570004553719,1.000000000000,0.000022407924,1,0.006930278367,1.497166641403,0.042100000000
